"","sssdistrict","jssdistrict","ssslong","ssslat","jsslong","jsslat","distance"
"89.18","Sekyere West (Mampong)","Amansie West (Manso-Nkwanta)",-1.18007683753967,7.19956493377686,-1.8933699131012,6.43694496154785,72.018066252895
"89.19","Sekyere West (Mampong)","Asante Akim North (Konongo)",-1.18007683753967,7.19956493377686,-1.01796305179596,6.83400392532349,27.6293147033991
"89.20","Sekyere West (Mampong)","Asante Akim South (Juaso)",-1.18007683753967,7.19956493377686,-1.08829259872437,6.53297996520996,46.5384585084733
"89.21","Sekyere West (Mampong)","Atwima / Nwabiagya (Nkawie)",-1.18007683753967,7.19956493377686,-1.80875706672668,6.68133735656738,56.1295389955512
"89.22","Sekyere West (Mampong)","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.18007683753967,7.19956493377686,-1.56275165081024,6.55932283401489,51.5059447482987
"89.23","Sekyere West (Mampong)","Ejisu/Juaben (Ejisu)",-1.18007683753967,7.19956493377686,-1.38873517513275,6.70792675018311,36.9052197539982
"89.24","Sekyere West (Mampong)","Ejura/Sekyedumase (Ejura)",-1.18007683753967,7.19956493377686,-1.36796534061432,7.46287393569946,22.3114035251601
"89.25","Sekyere West (Mampong)","Kumasi Metro",-1.18007683753967,7.19956493377686,-1.59718716144562,6.68205976486206,45.8541670860587
"89.26","Sekyere West (Mampong)","Kwabre (Mamponteng)",-1.18007683753967,7.19956493377686,-1.54142010211945,6.80677843093872,36.7990043925904
"89.27","Sekyere West (Mampong)","Offinso",-1.18007683753967,7.19956493377686,-1.89086854457855,7.34876441955566,49.8432495856297
"89.28","Sekyere West (Mampong)","Sekyere East (Effiduase)",-1.18007683753967,7.19956493377686,-0.844235956668854,7.21082878112793,23.0602463781964
"89.29","Sekyere West (Mampong)","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,-1.18007683753967,7.19956493377686,0
"89.30","Sekyere West (Mampong)","",-1.18007683753967,7.19956493377686,-2.64866065979004,7.87784051895142,111.026684062648
